interaction_id,session_id,user_id,timestamp_utc,split,channel,use_case,country_code,region,account_tier,segment,instruction_template,model_provider,model_name,temperature,top_p,max_tokens,prompt_tokens,completion_tokens,total_tokens,latency_ms,cost_usd,response_quality_score,is_failure,failure_type,hallucination_flag,toxicity_flag,safety_block_flag,formatting_error_flag,tool_error_flag,latency_timeout_flag,tool_calls_count,tools_used,user_feedback_score,user_feedback_label,user_reported_issue,retry_index,repair_strategy,final_resolution_state,business_impact_tag,request_text,response_text_snippet,tokens_per_second,date_utc,hour_of_day_utc,day_of_week,is_weekend,is_peak_hour,prompt_to_completion_ratio,request_text_template,instruction_text,user_feedback_observed,prompt_id,response_text_snippet_len_chars,response_text_snippet_is_truncated
INT001742,S00565,U00357,2025-02-18 09:51:20+00:00,train,web_app,coding_assistant,DE,EMEA,enterprise,team,analytics_helper,meta,llama-3.1-70b,0.233,0.955,2048,1046,590,1636,2609,0.3272,1.0,False,none,False,False,False,False,False,False,3,http_request|sql_query|workflow_orchestrator,2.0,positive,False,1,regenerate_with_lower_temp,auto_resolved,high,"Can you help me debug this? Follow-up: the previous reply did not fully solve the issue. I need help understanding why this asynchronous code is not awaiting correctly. Explain with a small code snippet. I'd like a practical, engineering-focused answer.","We can make this robust with a few changes. Goal: handle async I/O pitfalls reliably, with guardrails for formatting and failure handling. Plan: - Add telemetry fields for latency/tokens/cost so you can debug regressions...",627.0601763127635,2025-02-18,9,1,False,True,1.7729,Follow-up: the previous reply did not fully solve the issue. I need help understanding why this asynchronous code is not awaiting correctly. Explain with a small code snippet.,"You are a senior software engineer helping users with code, debugging, and best practices. Provide clear explanations, structured steps, and high-quality code examples when relevant.",True,54f94ac4f6df7ccc4808605ae4fb839b7a1fbfb2,223,True
INT001743,S00012,U00007,2025-03-30 21:18:17+00:00,train,web_app,customer_support,BR,AMER,free,enterprise_team,code_assistant_secure,mistral,mistral-large,0.569,0.969,512,942,114,1056,1851,0.12672,0.847,False,none,False,False,False,False,False,False,0,none,1.0,positive,False,0,none,auto_resolved,high,"I'm stuck on this and need some guidance: Our customer is getting an error when trying to log in to their account. Can you help me debug this? I'd like a practical, engineering-focused answer.","Below is a practical plan you can execute. Goal: handle slow responses reliably, with guardrails for formatting and failure handling. Plan: - Add telemetry fields for latency/tokens/cost so you can debug regressions quickly. - Prefer simple...",570.5024311183145,2025-03-30,21,6,True,False,8.2632,Our customer is getting an error when trying to log in to their account. Can you help me debug this?,"You are a helpful customer support assistant for a SaaS product. Answer clearly, empathetically, and step-by-step while keeping the response concise and practical.",True,1a8e13c1d6c8047debb9a230bf3ae08524ccb884,243,True
INT001744,S00647,U00061,2025-02-14 08:10:44+00:00,train,mobile_app,data_analysis,EG,EMEA,pro,enterprise_team,general_assistant,openai,gpt-4.1,0.058,0.962,1536,832,759,1591,854,0.6364000000000001,0.397,True,safety_block,False,False,True,False,False,False,0,none,-2.0,negative,True,0,regenerate_with_lower_temp,auto_resolved,low,I'm working on something and need help: Help me compute the conversion rate per marketing channel and highlight the top 3 performers. Please explain step by step.,We can make this robust with a few changes. Signal: safety_block while working on latency p95. Quick diagnosis: Log the trigger category to tune your safety policy. Recommended actions: - Log...,1862.997658079625,2025-02-14,8,4,False,False,1.0962,Help me compute the conversion rate per marketing channel and highlight the top 3 performers.,"You are a data analysis assistant helping users reason about data, metrics, and models. Explain trade-offs, outline steps, and keep the language accessible but precise.",True,0af51e7e9a94eeacb4db5e80369428b0b639dc4e,194,True
INT001745,S00610,U00230,2025-04-01 15:25:47+00:00,train,web_app,content_writing,GB,EMEA,free,team,general_assistant,anthropic,claude-3.5-sonnet,0.68,0.806,1024,979,94,1073,1430,0.34336,0.618,False,none,False,False,False,False,False,False,0,none,2.0,positive,False,0,none,auto_resolved,low,"I'm stuck on this and need some guidance: Write a concise product description for a new wireless mouse aimed at software developers. A short, clear answer would be ideal.","Here's the clean way to approach it. Goal: handle tool calling reliably, with guardrails for formatting and failure handling. Plan: - Add telemetry fields for latency/tokens/cost so you can debug regressions quickly. - Use...",750.3496503496503,2025-04-01,15,1,False,True,10.4149,Write a concise product description for a new wireless mouse aimed at software developers.,"You are a writing assistant helping users craft clear, engaging, and well-structured content. Keep the tone natural, readable, and aligned with the user's intent.",True,a1c74d04f735d164fdc621e3ce3d5bfea1026243,225,True
INT001746,S01242,U00240,2025-03-12 23:15:00+00:00,train,web_app,data_analysis,FR,EMEA,free,individual,general_assistant,anthropic,claude-3.5-sonnet,0.187,0.789,512,321,231,552,1900,0.17664,0.777,False,none,False,False,False,False,False,False,2,vector_search|workflow_orchestrator,2.0,positive,False,0,none,auto_resolved,low,"Context for you: I have a CSV with user sessions. Show me a quick breakdown of sessions per country and device type. A short, clear answer would be ideal.","Below is a decision-focused breakdown. Goal: handle user satisfaction reliably, with guardrails for formatting and failure handling. Plan: - Start by writing a small function boundary for user satisfaction and add...",290.5263157894737,2025-03-12,23,2,False,False,1.3896,I have a CSV with user sessions. Show me a quick breakdown of sessions per country and device type.,"You are a data analysis assistant helping users reason about data, metrics, and models. Explain trade-offs, outline steps, and keep the language accessible but precise.",True,0af51e7e9a94eeacb4db5e80369428b0b639dc4e,216,True
INT001747,S00457,U00381,2025-03-04 10:50:10+00:00,train,api,brainstorming,AE,EMEA,free,individual,analytics_helper,meta,llama-3.1-8b,0.1,0.982,512,281,134,415,954,0.0249199999999999,0.856,False,none,False,False,False,False,False,False,0,none,2.0,positive,False,0,none,auto_resolved,critical,"Quick question: Suggest a few content ideas for our next newsletter aimed at early-stage startups. A short, clear answer would be ideal.","Let's break this down into actionable steps. Goal: handle customer support automation reliably, with guardrails for formatting and failure handling. Plan: - Add telemetry fields for latency/tokens/cost so you can debug regressions quickly. - Prefer...",435.0104821802936,2025-03-04,10,1,False,True,2.097,Suggest a few content ideas for our next newsletter aimed at early-stage startups.,"You are a creative assistant helping users explore ideas and options. Suggest multiple alternatives, structure them clearly, and stay practical.",True,2df52d847c72d1f6b37061123acb53282123086b,251,True
INT001748,S00846,U00302,2025-03-17 16:23:51+00:00,train,slack,data_analysis,EG,EMEA,free,team,creative_writer,openai,gpt-4o-mini,0.234,0.906,1024,442,57,499,569,0.00996,0.491,True,tool_error,False,False,False,False,True,False,3,code_run|http_request|workflow_orchestrator,,no_feedback,True,1,add_constraints_to_prompt,escalated_to_human,low,"Can you help me debug this? Follow-up: the previous reply did not fully solve the issue. I want a short summary of key metrics for this dataset: total users, active users, and average revenue per user. Can you walk me through a good solution?",Here are the guardrails I'd put in place. Let's stabilize it. Signal: tool_error while working on user satisfaction. Quick diagnosis: Validate tool arguments before calling the tool; reject invalid calls early. Recommended actions: - Add...,876.9771528998243,2025-03-17,16,0,False,True,7.7544,"Follow-up: the previous reply did not fully solve the issue. I want a short summary of key metrics for this dataset: total users, active users, and average revenue per user.","You are a data analysis assistant helping users reason about data, metrics, and models. Explain trade-offs, outline steps, and keep the language accessible but precise.",False,814335a175319858ca540d38bfcac020ec643c3f,240,True
INT001749,S01054,U00433,2025-03-07 09:42:44+00:00,train,mobile_app,content_writing,CA,AMER,free,individual,internal_policy_qa,openai,gpt-4.1,0.822,0.943,768,982,195,1177,939,0.4708,0.64,False,none,False,False,False,False,False,False,0,none,2.0,positive,False,0,none,auto_resolved,high,Rewrite this paragraph in a clearer and more professional tone.,"Let's turn this into a reliable workflow. Goal: handle evaluation for LLM systems reliably, with guardrails for formatting and failure handling. Plan: - Prefer simple baselines first; then iterate based on measured failure slices. - Start by...",1253.46112886049,2025-03-07,9,4,False,True,5.0359,Rewrite this paragraph in a clearer and more professional tone.,"You are a writing assistant helping users craft clear, engaging, and well-structured content. Keep the tone natural, readable, and aligned with the user's intent.",True,db47a2ba00ac8f8120dcd2fd47d3648a8f594c66,244,True
INT001750,S01395,U00030,2025-03-23 20:26:21+00:00,train,internal_tool,coding_assistant,IN,APAC,free,individual,general_assistant,mistral,mistral-large,0.259,1.0,2048,1087,150,1237,1579,0.14844,0.98,False,none,False,False,False,False,False,False,2,knowledge_lookup|workflow_orchestrator,2.0,positive,False,0,none,auto_resolved,medium,I'm stuck on this and need some guidance: I need help understanding why this asynchronous code is not awaiting correctly. Explain with a small code snippet. Please explain step by step.,"Here are the guardrails I'd put in place. Goal: handle rate limiting reliably, with guardrails for formatting and failure handling. Plan: - Add telemetry fields for latency/tokens/cost so you can debug regressions quickly. - Prefer simple...",783.4072197593414,2025-03-23,20,6,True,False,7.2467,I need help understanding why this asynchronous code is not awaiting correctly. Explain with a small code snippet.,"You are a senior software engineer helping users with code, debugging, and best practices. Provide clear explanations, structured steps, and high-quality code examples when relevant.",True,3ddc6acb5986d68a027a4c760a5adfbe894b8deb,241,True
INT001751,S01057,U00389,2025-04-04 15:15:45+00:00,val,slack,brainstorming,EG,EMEA,free,individual,creative_writer,meta,llama-3.1-70b,0.399,0.796,1536,600,365,965,683,0.193,0.335,True,toxicity,False,True,False,False,False,False,0,none,,no_feedback,True,0,manual_post_edit,abandoned,high,Context for you: Brainstorm taglines for a productivity app that helps engineers stay focused.,"Here's a clear, step-by-step answer. Signal: toxicity while working on cost optimization. Quick diagnosis: Add a rewrite pathway: sanitize unsafe content into safe alternatives. Recommended...",1412.8843338213762,2025-04-04,15,4,False,True,1.6438,Brainstorm taglines for a productivity app that helps engineers stay focused.,"You are a creative assistant helping users explore ideas and options. Suggest multiple alternatives, structure them clearly, and stay practical.",False,6f52c3b4cdce68aa614a61f324617ae8d0e91690,192,True
INT001752,S00099,U00235,2025-03-10 20:25:00+00:00,train,mobile_app,content_writing,BR,AMER,free,individual,support_strict,meta,llama-3.1-8b,0.717,0.869,512,751,512,1263,829,0.07576,0.643,False,none,False,False,False,False,False,False,0,none,2.0,positive,False,0,none,auto_resolved,medium,"Quick question: Draft a friendly email announcing a small price increase to our existing customers. A short, clear answer would be ideal.","I'll keep this concrete and measurable. Goal: handle tool calling reliably, with guardrails for formatting and failure handling. Plan: - Use schema validation (e.g., Pydantic) to prevent bad inputs from propagating. -...",1523.522316043426,2025-03-10,20,0,False,False,1.4668,Draft a friendly email announcing a small price increase to our existing customers.,"You are a writing assistant helping users craft clear, engaging, and well-structured content. Keep the tone natural, readable, and aligned with the user's intent.",True,75b7366387b6cf4f5631ec9dd298a359e5bb9c1d,220,True
